pname
Arlette Marchal
Clint Eastwood Andrew Lazar Robert Lorenz Bradley Cooper and Peter Morgan
Alina Linklater
Andrea Chen
Andrew Bunten
Andrew Villarreal
Angela Rawna
Barbara Chisholm
Ben Hodges
Bill Wise
Bonnie Cross
Brad Hawkins
Bruce Salmon
Byron Jenkins
Cambell Westmoreland
Cassidy Rose Johnson
Charlie Sexton
Charlotte Linklater
Chris Doubek
Conrad Choucroun
Daniel Zeh
David Blackwell
David Clark
Derek Chase
Elijah Ford
Elijah Smith
Evie Louise Thompson
Garry Peters
Genevieve Kinney
Gordon Friday
Holly Moore
Indica Shaw
Jamie Howard
Jenni Tooley
Jennifer Griffin
Jesse Tilton
Jessi Mechler
Joe Sundell
Jordan Howard
Karen Jones
Kyle Crusham
Landon Collier
Libby Villari
Lorelei Linklater
Mark Finn
Martel Summers
Matthew Martinez-Arndt
Maximillian McNamara
Megan Devine
Merrille McCommas
Mika Odom
Mona Lee
Patricia Arquette
Richard Jones
Richard Robichaux
Roland Ruiz
Ryan Power
Sam Dillon
Sean Tracey
Shane Graham
Sharee Fowler
Sinjin Venegas
Steven Chester Prince
Sydney Orta
Taylor Weaver
Tess Allen
Tyler Strother
Wayne Sutton
Will Harris
Zoe Graham
Ellar Coltrane
Richard Linklater
Richard Linklater and Cathleen Sutherland
Anna Rademacher
Arwin Lobedann
Ben Howard
Bernhard Kremser
Birgit Müller
Bohumil Váchal
Carl Sprague
Claudia Junge
Daniel Steiner
Dar Ronge
Darin Damjanow
David Adamik
David Cioffi
Dirk Bossmann
Ed Munro
Edward Norton
Enrico Hoffmann
Fisher Stevens
Florian Lukas
Francesco Holoubek
Francesco Zippel
Frank Jacob
Gabriel Rush
Georg Rittmannsperger
Georg Tryphon
Gerry Sullivan
Gisela Bech
Giselda Volodi
Golo Euler
Gyula Lukács
Hans Alfredson
Hans Martin Stier
Heike Hanold-Lynch
Heinz-Werner Jeschkowski
Hendrik von Bültzingslöwen
Jason Schwartzman
Jella Niemann
Jeno Orosz
John Peet
Jutta Westphal
Jürgen Schwämmle
Karl Markovics
Kunichi Nomura
Larry Pine
Lennart Meyer
Lisa Kreuzer
Lucas Hedges
Manfred Lindner
Manpreet Gerlach
Marcel Mazur
Marie Goyette
Marko Dyrlich
Matthais Matschke
Matthias Holfert
Michael Benthin
Michaela Caspar
Milton Welsh
Monika Krüger
Oliver Claridge
Oliver Hazell
Paul Schlase
Philipp Sonntag
Piet Paes
Rainer Reiners
Reinhold Hegelow
Renate Klein
Robert Bienas
Robin Hurlstone
Roman Berger
Roy Macready
Sabine Euler
Sabine Urig
Sister Anna Rademacher
Steffan Scheumann
Steffen Nixdorf
Tony Revolori
Ursula Kuhnt
Uwe Holoubek
Wallace Wolodarsky
Waris Ahluwalia
Wes Anderson
Wolfgang Czeczor
Wolfram Nielacny
Hugo Guinness
Wes Anderson Scott Rudin Steven M. Rales and Jeremy Dawson
Alex Lawther
Allen Leech
Charlie Manton
Dominic Charman
Jack Bannon
Jack Tarlton
James Northcote
Laurence Kennedy
Mark Strong (II)
Matthew Goode
Miranda Bell
Rory Kinnear
Steven Waddington
Tim Steed
Tim Van Eyken
Tom Goodman-Hill
Tuppence Middleton
Victoria Wicks
Graham Moore
Morten Tyldum
Nora Grossman Ido Ostrowsky and Teddy Schwarzman
Aaron Brewstar
Amahre Palmer
Amy Elizabeth Jones
Andrew Bleidner
André Holland
AngelAnn Green-Orr
Ashlei Sharpe Chestnut
Brandon Carroll
Brandon ODell
Brian Kurlander
Carmen Ejogo
Carol Anne Taylor
Charity Jordan
Charlandra L. Jacobs
Charles Black
Christine Horn
Christopher Anthony Carr
Clay Chappell
Clint Crane
Colman Domingo
Common
Corey Reynolds
Dane Davenport
David Silverman (XI)
Dexter Tillis
Donald Horner
Dylan Baker
E. Roger Mitchell
Elizabeth Diane Wells
Fred Galle
Gordon Meyer
Greg Maness
Haviland Stillwell
Henry G. Sanders
III
J.J. Green
Jasmine Taylor
Jeffery James Bucchino
Jeremy Strong
John Archer Lundgren
John Collier
John Lavelle
John Merical
Jordan Christina Rice
Joseph Oliveira
Kathy Alderman
Kenny Cooper
Kyle McMahon
LaKeith Stanfield
Ledisi Young
Lorraine Toussaint
Mark Cabus
Merriwether Stormy
Michael Shikany
Mike Taylor
Mikeria Howard
Montrel Miller
Nadej Bailey
Nadej K. Bailey
Niecy Nash
Nigel Thatch
Patti Schellhaas
Preston Baker
Qualen Bradley
Rachelle Wicker
Raven Ferguson
Roger A. Harrison
Ronan Brookes
Ruben Santiago-Hudson
Ryan Fontaine
Samuel Lee Fudge
Scotty Bishop
Shannon Edwards
Stan Houston
Stephan James
Tara Ochs
Tessa Thompson
Thom McGlon
Thomas Hughes
Tim Battle
Todd Sassano
Trai Byers
Travis Turner (II)
Trinity Simone
Walter Hendrix
Yamanee Coleman
Ava DuVernay
Christian Colson Oprah Winfrey Dede Gardner and Jeremy Kleiner
Paul Webb
Abigail Cruttenden
Adam Godley
Anthony Skrimshire
Brett Brown
Charlie Cox
Charlotte Hope
Christian McKay
Delilah Sexton
Eileen Davies
Enzo Cilenti
Felicity Jones
Frank Leboeuf
Georg Nikoloff
Gruffudd Glyn
Guy Oliver-Watts
Harry Lloyd
Lottie Hamilton
Lucy Chappell
Maxine Peake
Michael Marcus
Nicholas Gerard
Oliver Payne
Paul Longley
Raffiella Chapman
Rufus Taylor
Sam Houston
Simon McBurney
Thomas Morrison
Victoria Emslie
Will Barton
Anthony McCarten
James Marsh
Tim Bevan Eric Fellner Lisa Bruce and Anthony McCarten
Adrian Burks
April Grace
Austin Stowell
Ayinde Vaughn
C.J. Vana
Calvin C. Winbush
Charlie Ian
Clifton Eddie
Damon Gupton
Janet Joskins
Jayson Blair
Jimmie Kirkpatrick
Jocelyn Ayanna
Joseph Bruno
Kavita Patil
Keenan Allen
Keenan Henson
Kofi Siriboe
Marcus Henderson
Max Kasch
Melissa Benoist
Michael D. Cohen
Nate Lang
Paul Reiser
Rogelio Douglas
Sam Campisi
Shai Golan
Suanne Spoke
Tarik Lowe
Tony Baker
Tyler Kimball
Yancey Wells
Damien Chazelle
Jason Blum Helen Estabrook and David Lancaster
Miles Teller
Anthony Paolucci
Billy Crudup
Brad Borbridge
Brett Cramp
Brian Chamberlain
Brian dArcy James
Bruce Serafin
Daniel Ruth
Darrin Baker
David Fraser
Dennis Lynch
Dennis M. Lynch
Don Allison
Donna Jahier
Doreen Spencer
Doug Murray (II)
Duane Murray
Edward Brickley
Eileen Padua
Elena Juatco
Elena Wohl
Forrest Weber
Gary Galone
Gene Amoroso
James LeBlanc
Jamey Sheridan
Janet Pinnick
Jeffrey Samai
Krista Morin
Laurie Heineman
Laurie Murdoch
Len Cariou
Liev Schreiber
Mairtin OCarrigan
Mark McGrinder
Martin Roach
Maureen Keiller
Michael Cyril Creighton
Michele Proude
Moira Driscoll
Nancy E. Carroll
Nancy Villone
Neion George
Paloma Nunez
Patty Ross
Paula Barrett
Paulette Sinclair
Richard ORourke
Rob De Leeuw
Robert B. Kennedy
Shannon McDonough
Shannon Ruth
Sharon McFarlane
Siobahn Murphy
Stanley Tucci
Stefanie Drummond
Tim Progosh
Tim Whalen
Timothy Mooney
Tom Driscoll
Wendy Merry McCarthy
Zarrin Darnell-Martin
Blye Pagon Faust Steve Golin Nicole Rocklin and Michael Sugar
Josh Singer
Aaron V. Williamson
Aiden Flowers
Al Sapienza
Alicia Davis Johnson
Andrea Vittoria Alvarado
Anthony Marble
Billy Magnussen
Billy Slaughter
Blaine Kern III
Brandon Stacy
Byron Mann
Candace McAdams
Candice Harrison
Carrie Lazar
Casey Groves
Charles Randolph
Charlie Talbert
Christina Michelle Williams
Christopher Gulas
Colette Divine
Colin Lawless
Cynthia LeBlanc
Darly Wayne
Daryl Thibodaux
Dave Davis
David Kallaway
David Michael Cefalu
Elliott Grey
Elton LeBlanc
Emily Bossak
Erika Vaughn
Finn Wittrock
Garrett Hines
Hamish Linklater
Heighlen Boyd
Holly Ann Perry
Hunter Burke
Jack Millard
Jaclyn Bethany
Jae Suh Park
Jamie Gliddon
Jason Bayle
Jay Jablonski
Jay Potter
Jeff Caperton
Jeffry Griffin
Jesse Yarborough
John Magaro
John Neisler
Judd Lormand
Juliet Reeves
Karen Gillan
Kelly Lind
Kristen Scott
Lara Grice
Leslie Castay
Lindsay Musil
Lyle Brocato
Mark Falvo
Mark Roman
Max Greenfield
Michael K. Douglas
Michael Rollins
Michelle Torres
Mike R. Moreau
Nazeema Bartek
Nicole Barré
Oscar Gale
Patrick Kearns
Paul Campanella
Paula Shreve
Peter Epstein
Rajeev Jacob
Richard R. Corapi
Ronald Joe Vasquez
Ruby Lou Smith
Rudy Eisenzopf
Ryan Broussard
Ryan Gosling
Sara Finley
Shauna Rappold
Shona Gastian
Sidney Beitz
Staci Roberts Steele
Stanley Wong
Sue-Lynn Ansari
Tom Bui
Tom Buis
Tracy Letts
Tracy Mann
Tyler Kunkle
Vanessa Cloke
Wayne Pére
Adam McKay
Dede Gardner Jeremy Kleiner and Brad Pitt
Andy Schneeflock
Brian Hutchison
Daniela Schulz
David Wilson Barnes
Domenick Lombardozzi
Donavon Dietz
Edward James Hyland
Emma Nazahn
Eve Hewson
Frederic Heidorn
Geoffrey Rude
Greg Nutcher
Greta Galisch DePalma
Hamilton Clancy
Hayley Feinstein
Hayley Rawson
Henning Bormann
Henny Russell
Ivan Shvedov
James Lorinz
Jesse Plemons
Jillian Lebling
Jim Ferris
Joe Forbrich
Joe Starr
Joel Brady
John Henry Cox
John Rue
Jon Donahue
Joshua Harto
Kai Wido Meyer
Ketel Weber
Konstantin Frolov
Kristoffer Fuss
Laurie Dawn
Le Chance DuRand
Lucia Ryan
Lucy Dreznin
Maik Rogge
Mario Corry
Mark Fichera
Mark Rylance
Mark Zak
Marko Caka
Mathias Gartner
Matilda Palma Galisch
Matt Charman
Matthias Scherwenikas
Max Kidd
Maximilian Mauff
Merab Ninidze
Michael Gaston
Michael Kempen
Michael Pemberton
Michael Schenk
Mike Houston
Mikhail Gorevoy
Moritz Berg
Nadja Bobyleva
Nico Ehrenteit
Nils Malten
Nina Gummich
Noah Schnapp
Nolan Lyons
Patricia Squire
Petra Marie Cammin
Radik Golovkov
Rafael Gareisen
Rebekah Brockman
Sawyer Barth
Scott Shepherd
Sebastian Koch
Stefan Langel
Steve Cirbus
Thomas Hacikoglu
Tim Morten Uhlenbrock
Tracy Howe
Victor Schefe
Victoria Leigh
Vladimir Vilanov
Wanja Götz
Wes McGee
Will Rogers (IV)
Matthew Charman
Steven Spielberg Marc Platt and Kristie Macosko Krieger
Adrien Benn
Aine Ni Mhuiri
Al Goulem
Barbara Drennan
Brid Brennan
Christian de la Cortina
Denis Conway
Eileen OHiggins
Ellen David
Ellis Rockburn
Emily Bett Rickards
Emma Lowe
Emory Cohen
Erika Rosenbaum
Eva Birthistle
Eve Macklin
Fiona Glascott
Gillian McCarthy
Hudson LeBlanc
Hugh Gormley
Iarla OLionaird
James Corscadden
James DiGiacomo
Jane Brennan
Jane Wheeler
Jenn Murray
Jessica Paré
Julie Walters
Karen Ardiff
Maeve McGrath
Mary ODriscoll
Matt Glynn
Max Walker
Mella Carron
Michael Zegen
Niamh McCann
Niamh-Anne McCann
Nick Ingman
Nora-Jane Noone
Paulino Nunes
Peter Campion
Samantha Munro
Tadhg McMahon
John Crowley
Abbey Lee
Adelaide Clemens
Angus Sampson
Antoinette Kellermann
Chris Patton
Christina Koch
Coco Jack Gillies
Courtney Eaton
Crusoe Kurddal
Darren Mitchell
Debra Ades
Elizabeth Cunico
George Miller
Gillian Jones
Greg van Borssum
Hugh Keays-Byrne
Jennifer Hagan
John Howard (II)
Josh Helman
Joy Smithers
Megan Gale
Melissa Jaffer (II)
Melita Jurisic
Nathan Jones
Nicholas Hoult
Nick Lathouris
Quentin Kenihan
Richard Carter
Richard Norton
Riley Keough
Rosie Huntington-Whiteley
Sebastian Dickins
Steve Dunleavy
Teresa Palmer
Zoë Kravitz
iOTA
Brendan McCarthy
Doug Mitchell and George Miller
Aksel Hennie
Balazas Medveczky
Ben OBrien
Benedict Wong
Brian Caspe
Charlie Gardner
Declan Hannigan
Donald Glover
Drew Goddard
Eddy Ko
Frederik Pleitgen
Geoffrey Thomas
Greg Decuir
Jonathan Aris
Kamilla Fátyol
Karen Gagnon
Mackenzie Davis
Mark ONeal
Matt Devere
Naomi Scott
Narantsogt Tsogtsaikhan
Nicholas Wittman
Nick Mohammed
Nikolett Barabas
Nora Horich
Peter Linka
Peter Schueller
Richard B. Rifkin
Scott Alexander Young
Szonja Oroszlán
Waleska Latorre
Xue Xuxing
Yang Haiwen
Yang Liu
Simon Kinberg Ridley Scott Michael Schaefer and Mark Huffam
Adrian McMorran
Alexandre Bisping
Amelia Crow Shoe
Anthony Starlight
Arthur Redcloud
Blake Wildcat
Boboy Garovillo
Brad Carter
Brendan Fletcher
C. Adam Leigh
Chesley Wilson
Chris Ippolito
Christopher Rosamond
Christopher Rosamund
Clarence Hoof
Cody Big Tobacco
Cole Vandale
Dallas Young Pine
Daniel Rampanen
Dave Burchill
Dion Little Child
Duane Howard
Edu Manzano
Emmanuel Bilodeau
Fabrice Adde
Forrest Goodluck
Gerald Anderson
Grace Dove Syme
Haysam Kadri
Ina Raymundo
Isaiah Tootoosis
Jamie Medicine Crane
Javiar Lopez
Jeffrey Olynek
Jett Pangan
Jordan Crawford
Joshua Burge
Julia Montes
Kevin Corey
Kory Grim
Kristoffer Joner
Manny Palo
Mariah Old Shoes
Mark Krysko
McCaleb Burnett
Melaw Nakehko
Melissa Mendez
Michael Fraser
Paul Anderson
Paul Young Pine
Peter Strand Rumple
Robert Moloney
Scott Duncan
Scott Olynek
Stephane Legault
Timothy Lyle
Tyson Wood
Veronica Marlowe
Vincent Leclerc
Will Poulter
Yayo Aguila
Arnon Milchan Steve Golin Alejandro G. Iñárritu Mary Parent and Keith Redmon
Mark L. Smith
Amanda Brugel
Chantelle Chung
Jack Fulton
Jacob Tremblay
Jee-Yun Lee
Joan Allen
Joe Pingue
Justin Mader
Kate Drummond
Matt Gordon
Ola Sturik
Randall Edwards
Rodrigo Fernandez-Stoll
Rory OShea
Sandy McMaster
Sean Bridgers
Tom McCamus
Wendy Crewson
Brie Larson
Ed Guiney
Emma Donoghue
Lenny Abrahamson
Ashton Sanders
Janelle Monáe
Jharrel Jerome
Trevante Rhodes
Adele Romanski Dede Gardner and Jeremy Kleiner
Barry Jenkins (III)
Naomie Harris
Abdelghafour Elaaziz
Abdul Ayoola
Abigail Pniowsky
Albert Kwan
Alex M. Yeuh
Anana Rydvald
Andrew Shaver
Bineyam Girma
Brent Skagford
Brian Dunstan
Brittany Teo
Camille Ross
Christian Jadah
Dan Duran
Daniel Esteban
Frank Schorpion
Genevieve Sirois
Gurdeep Ahluwalia
Hal Roberts
Jadyn Malone
Joe Cobden
John Moore
Julia Scarlett Dan
Julian Casey
Kathleen Stavert
Kattia Thony
Larry Day
Leisa Reid
Lori Graham
Lorne Brass
Lucas Chartier-Dessert
Lucy van Oldenbarneveld
Marc-André Goulet
Mark Camacho
Mark OBrien (IX)
Martin Pelletier Jr.
Matthew Willson
Michael Nangreaves
Orla Johannes
Pat Kiely
Paul-Antoine Taillefer
Reda Guerinik
Russell Yuen
Ruth Chiang
Sabrina Reeves
Sangita Patel
Sasha Samar
Sergey Marchenko
Sonia Vigneault
Tammie Sutherland
Tony Robinow
Tzi Ma
Victor Andres Turgeon-Trelles
Denis Villeneuve
Eric Heisserer
Shawn Levy Dan Levine Aaron Ryder and David Linde
Aristle Jones
Chris McCail
Christopher Mele
Dontez James
IV
Jason Silvis
Joshua Tronoski
Jovan Adepo
Kameron Peters
Lesley Boone
Malik Abdul Khaaliq
Russell Hornsby
Stephen McKinley Henderson
Theresa Cook
Toussaint Raphael Abessolo
TraWaan Coles
August Wilson
Scott Rudin Denzel Washington and Todd Black
Adam Bowes
Adrian Twigg
Andrew Hansch
Andrew Sears
Ben Mingay
Benjamin McCann
Bill Thompson
Bill Young
Charles Jacobs
Charles Upton
Craig Reeves
Daisuka Takeda
Damien Thomlinson
Daniel Thone
Darcy Bryce
Dennis Kreusler
Edward Ned Law
Eric Taugherbeck
Firass Dirani
Georgia Adamson
Goran D. Kleut
Harry Greenwood
Hayden Geens
Hiroshi Kasuga (II)
Honsen Haga
Jacob Warner (III)
James Moffett
Jarin Towney
Jim Robinson
John Batziolas
John Cannon
Josh Dean Williams
Kazuaki Ono
Kazuki Yuyama
Laura Buckton
Lawrence Brewer
Luke Bracey
Luke McMahon
Luke Pegler
Matt Nable
Michael Hennessy
Michael Sheasby
Mikael Koski
Milo Gibson
Nathan Baird
Nathan Halls
Nathaniel Buzolic
Nicholas Cowey
Nico Cortez
Nobuaki Shimamoto
Rachel Griffiths
Raphael Dubois
Richard Pratt
Richard Pyros
Roman Guerriero
Ryuzaburo Naruse
Sam E. Wright
Santo Tripodi
Sean Lynch
Simon Edds
Takehiro Abe
Thatcher McMaster
Tim McGarry
Tim Potter
Toshiyuki Teramoto
Troy Pickering
Vince Vaughn
Yukihiro Nagashima
Andrew Knight
Bill Mechanic and David Permut
Alma Sisneros
Amber Midthunder
Arielle Holmes
Ben Foster
Buck Taylor
Chris Pine
Danny Winn
Debrianna Mansini
Dylan Kenin
Gil Birmingham
Gregory Cruz
Ivan Brutsche
JP Howard
Jackamoe Buzzell
Jim Burleson
Joe Berryman
John Paul Howard
Katy Mixon
Keith Meriweather
Kim Gleason
Kristin Berg
Marie A.K. McMaster
Marin Ireland
Martin Palmer
Melanie Papalia
Nathaniel Augustson
Taylor Sheridan
Terry Dale Parks
William Sterchi
Carla Hacken and Julie Yorn
David Mackenzie
Donna Gigliotti Peter Chernin Jenno Topping Pharrell Williams and Theodore Melfi
Amiée Conn
Anna Chazelle
Arthur Horowitz
Bobo Chang
Briana Lee
Cal Bennett
Callie Hernandez
Camryn Ray Cavaliero
Christopher Michael Stevens
Cinda Adams
Claudine Claudio
Corrin Evans
D.A. Wallach
David Douglas
Eddie Clifton
Jason Fuchs
Javier González
Jessica Rothe
John Hindman
John Legend
Kaveh Rastegar
Khirye Tyler
Miles Anderson
Natalie Imani
Nerda Wheeler
Nicole Coulon
Nicole Wolf
Olivia Hamilton
R. Keith Harris
Robert Haynes
Rosemarie DeWitt
Shaylah J. Stevens
Sonoya Mizuno
Terry Walters
Thom Shelton
Tom Everett Scott
Valarie Rae Miller
Zoe Hall
Fred Berger Jordan Horowitz and Marc Platt
Abhishek Bharate
Arka Das
Daniela Farinacci
Deepti Naval
Divian Ladwa
Luke Davies
Nawazuddin Siddiqui
Pallavi Sharda
Priyanka Bose
Riddhi Sen
Sachin Joab
Sunny Pawar
Tannishtha Chatterjee
Emile Sherman Iain Canning and Angie Fielder
Garth Davis
Saroo Brierley
C.J. Wilson
Gretchen Mol
Josh Hamilton
Kara Hayward
Matthew Broderick
Paul Meredith
Matt Damon Kimberly Steward Chris Moore Lauren Beck and Kevin J. Walsh
Allegra Fulton
Cody Parrish Thompson
David Hewlett
Diego Fuentes
Doug Jones
Dru Viergever
John Kapelos
Lauren Lee Smith
Marvin Kaye
Michael Shannon
Morgan Kelly
Nigel Bennett
Stewart Arnott
Vanessa Taylor
Wendy Lyon
Guillermo del Toro
Guillermo del Toro and J. Miles Dale
Peter Spears Luca Guadagnino Emilie Georges and Marco Morabito
Ben Mendelsohn
Lily James
Tim Bevan Eric Fellner Lisa Bruce Anthony McCarten and Douglas Urbanski
Aneurin Barnard
Barry Keoghan
Harry Styles
Jack Lowden
Kenneth Branagh
Tom Glynn-Carney
Emma Thomas and Christopher Nolan
Fionn Whitehead
Allison Williams
Betty Gabriel
John Wilmot
Lil Rel Howery
Daniel Kaluuya
Jordan Peele
Sean McKittrick Jason Blum Edward H. Hamm Jr. and Jordan Peele
Beanie Feldstein
Jordan Rodrigues
Marielle Scott
Odeya Rush
Timothée Chalamet
Greta Gerwig
Scott Rudin Eli Bush and Evelyn ONeill
JoAnne Sellar Paul Thomas Anderson Megan Ellison and Daniel Lupi
Amy Pascal Steven Spielberg and Kristie Macosko Krieger
Abbie Cornish
Clarke Peters
Peter Dinklage
Samara Weaving
Graham Broadbent Pete Czernin and Martin McDonagh
Martin McDonagh
Brian Currie
Brian Stepanek
Dimiter D. Marinov
Don Stark
Geraldine Singer
Iqbal Theba
Joe Cortese
Mike Hatton
Paul Sloan
Peter Farrelly
Sebastian Maniscalco
Tom Virtue
Von Lewis
Jim Burke Charles B. Wessler Brian Currie Peter Farrelly and Nick Vallelonga
Nick Vallelonga
Angela Bassett
Ashton Tyler
Bambadjan Bamba
Connie Chiume
Danai Gurira
Danny Sapani
David S. Lee
Denzel Whitaker
Florence Kasumba
Isaach De Bankolé
Jay Lynch
Jermaine T. Holt
John Kani
Letitia Wright
Marlana Carter
Martin Freeman
Michael B. Jordan
Roland Kilumbu
Ryan Coogler
Shaunette Renee Wilson
Sope Aluko
Stan Lee
Sterling K. Brown
Winston Duke
Chadwick Boseman
Joe Robert Cole
Kevin Feige
Adam Driver
Arthur Nascarella
Corey Hawkins
David Rabinowitz
Harry Belafonte
Isiah Whitlock Jr.
Jasper Pääkkönen
Kevin Willmott
Laura Harrier
Paul Walter Hauser
Robert John Burke
Ryan Eggold
Spike Lee
Charlie Wachtel
John David Washington
Sean McKittrick Jason Blum Raymond Mansfield Jordan Peele and Spike Lee
Aidan Gillen
Ben Hardy
Gwilym Lee
Lucy Boynton
Bryan Singer
Rami Malek
James Smith
Jenny Rainsford
Joe Alwyn
Mark Gatiss
Rachel Weisz
Tony McNamara
Ceci Dempsey Ed Guiney Lee Magiday and Yorgos Lanthimos
Deborah Davis
Olivia Colman
Yorgos Lanthimos
Carlos Peralta
Diego Cortina Autrey
Marco Graf
Marina de Tavira
Nancy García García
Gabriela Rodríguez and Alfonso Cuarón
Yalitza Aparicio
Andrew Dice Clay
Anthony Ramos
Barry Shabaka Henley
Brandi Carlile
Dave Chappelle
Marlon Williams
Rafi Gavron
Rebecca Field
Bill Gerber Bradley Cooper and Lynette Howell Taylor
Lady Gaga
Will Fetters
Abigail Marlowe
Abraham Justice
Adam Bartley
Aidan Gail
Alex Knight
Alina Zilbershmidt
Allie Pratt
Amir Malaklou
Andrea Wright
Angela Leib
Barack Obama
Bob Stephenson
Brandon Firla
Brandon Sklenar
Calissa Hatfield
Casey Sander
Chet Grissom
Chris Dougherty
Christopher M. Campos
Damon ODaniel
Daniel Bruington
David Fabrizio
Dayna Brand
Delpaneaux Wills
Don R. McManus
Dustin Green
Fabiana Rares
Fay Masterson
Grace Rowe
Harvey B. Jackson
Holly Hawkins
Jamie Bernadette
Jeff Bosley
Jillian Armenante
Jimmy Carter
Joe Sabatino
Joey Brooks
John Burke
John Hillner
Joseph Beck
Justin Kirk
Kevin Symons
Kirk Bovill
Kyle S. More
Lily Rabe
LisaGay Hamilton
Liz Burnette
Lucky Harmon
Mark Bramhall
Matt Champagne
Matthew Jacobs
Melissa Schumacher
Melody Hollis
Michael DiBacco
Nick Drago
